nombre;nif;email;telefono;direccion;provincia
MARIO FONTAN GOMEZ;;;605891965;CAMINO DE CAMARENA, 1, 01796;CASARRUBIOS DEL MONTE, ESPAÑA
MAROT MAT. DE CONST. Y EXCAVACIONES, S.L.;;Beamartin1982@hotmail.com;000000000;DE LA FRONTERA, 2, 02880;TORREJON DE VELASCO, ESPAÑA
MARPE MARCOS, S.L.;;marpemarcos@yahoo.es;003689516;GERMAN PEREZ CARRASCO, 44, 01891;MADRID, ESPAÑA
MARQUEZ CARBALLO, S.L.;;;003180845;LA DEL MANOJO DE ROSAS, 97 POST., 01004;MADRID, ESPAÑA
MARTIN GARCIA 2005, S.L.;;;000000000;DOCTOR MADRUGA, 49, 02417;PARADA DE RUBIALES, ESPAÑA
MARTIN GONZALEZ HERMANOS, S.A.;;;004245678;ALAMEDA MAZARREDO, 47, 01486;BILBAO, ESPAÑA
MARTIN NIETO ALM. DE CONST. S.L.;;;000000000;SANTOS ARENAS, 30, 01283;HORMIGOS, ESPAÑA
MARTIN ROLDAN SEVILLANO;;;91-6580376;SEGOVIA, 4, 00847;PARACUELLOS DE JARAMA, ESPAÑA
MARTIN VAQUERO, S.A.;;;000259130;N-110, KM. 248 - POL. VICOLOZANO-PLA.-30, 00106;AVILA, ESPAÑA
MARTINEZ CEPERO E HIJOS, S.L.;;;949-280444;POL. IND. EL ALTO, PARCELA 22, 00423;BRIHUEGA, ESPAÑA
MAS VILANOVA, S.L.;;jalvarez@vertix.es;000000000;CALERUEGA, 81, 2ºA, 01606;MADRID, ESPAÑA
MASADU, S.L.;;;366415 Antonio;CTRA. TOLEDO-MORA, KM. 10.450, 01280;NAMBROCA, ESPAÑA
MASER ALMANSA, S.L.L.;;;967311406;CUESTA DE CASTILLA, S/N-AP.CORREOS 127, 00038;ALMANSA, ESPAÑA
MAT CENTER EUROPE S.L.U.;;faxmorena@gmail.com;902955545;CAMINO DE HUMANES, 6, 01802;TORREJON DE LA CALZADA, ESPAÑA
MAT. A.B.A.C.O.N., S.A.;;;918451055;AGRICULTORES, 5  Y  7  PO. IND. OLIVAR, 00513;COLMENAR VIEJO, ESPAÑA
MAT. CCION. CERSA, S.L.;;;000531953;APTO. CORREOS Nº  244, 00226;NAVALMORAL DE LA MATA, ESPAÑA
MAT. CCION. GARCIA GONZALEZ, S.L.;;ggonzalez@bigmat.es;927460212;CTRA. DE NAVALMORAL, S/N, 00214;JARAIZ DE LA VERA, ESPAÑA
MAT. CCOS. CUERVA, S.L. (NO TRABAJA);;;925424344;MAESTRO SANCHEZ MASCARAQUE, 34, 01295;CUERVA, ESPAÑA
MAT. CCOS. VIDAL, S.L;;;000512921;ALAMEDA, 17, 01357;ILLESCAS, ESPAÑA
MAT. CERAMICOS EXTREMEÑOS , S.A;;;924-833222;CTRA. N- 430, Km. 118, 00122;VALDIVIA, ESPAÑA
MAT. CONST. COLMENAREJO, S.L.;;;918425656;PERDIZ, 18**POL. IND. COLMENAREJO, 00736;COLMENAREJO, ESPAÑA
MAT. CONST. GARCIA HERNANDEZ, S.L.;;;000472711;NACIONAL, 110. KM.370, 02010;CABEZUELA DEL VALLE, ESPAÑA
MAT. CONST. GONZALEZ SANTOS, S.L.;;;927384345;REAL, 79, 00267;ALCUESCAR, ESPAÑA
MAT. CONST. GUADARRAMA, S.L.;;;008540802;VIRGEN DE LAS ANGUSTIAS, 01017;GUADARRAMA, ESPAÑA
MAT. CONST. HNOS. MARTI, S.L.;;;968432306;CAMINO DE JULIO, S/N, 01164;CEUTI, ESPAÑA
MAT. CONST. JOSE MANUEL GIMENEZ, S.L.;;;926428802;CALVEROS, 92, 00322;PUERTOLLANO, ESPAÑA
MAT. CONST. JUAN GARCIA, S.L.;;;968578968;CTRA. DE LOS ALCAZARES, S/N, 01145;TORREPACHECO, ESPAÑA
MAT. CONST. LA PUEBLA, S.A.L.;;;924-835052;CTRA. SANTA MARTA- VALDIVIA S/N, 00128;PUEBLA DE ALCOLLARIN, ESPAÑA
MAT. CONST. LLORENTE LA ESPERANZA, S.L.;;juan@llorentelaesperanza.es;000401259;DE SORIA, KM. 356, 02976;LA CISTERNIGA, ESPAÑA
MAT. CONST. LORENTE, S.L.;;;007213395;PRIORAT 15, NAVE 7-9, 01564;SANT QUIRZE DEL VALLES, ESPAÑA
MAT. CONST. MADRID HNOS.,S.L.;;;96-5666644;CTRA. ALICANTE A SAN VICENTE, S/Nº, 00054;SAN VICENTE DEL RASPEIG, ESPAÑA
MAT. CONST. MARIA SELLES, S.L.;;;965515519;CTRA. CASTELLON DE RUGAT, S/N, 00068;BENIARRES, ESPAÑA
MAT. CONST. MATA-ROCAFONDA, S.L.;;matarorcafonda@mata-rocafonda.com;007419250;ENERGIA, 44**P. I. MATA-ROCAFONDA, 00191;MATARO, ESPAÑA
MAT. CONST. PIPAS, S.L.;;;967-495380;LARGA, 100, 00374;QUINTANAR DEL REY, ESPAÑA
MAT. CONST. Y PUERTAS MYA, S.A.;;;918138026;CTRA. DE CARRANQUE, 5, 00613;SERRANILLOS DEL VALLE, ESPAÑA
MAT. DANI, S.L.;;;926852926;CIUDAD REAL, S/N, 00296;DAIMIEL, ESPAÑA
MAT. DE CCION. JAYCAR, S.L.;;;000000000;RONDA DEL POLIGONO, PLA. 56, 01858;MIAJADAS, ESPAÑA
MAT. DE CCION. SILVA, S.L.;;;006914096;SANTO DOMINGO DE SILOS, 7 Y 9, 00997;PINTO, ESPAÑA
MAT. DE CCION. Y SANEAMIETOS REAL, S.A.;;miguel.administracion@agualar.com;000794530;LUCIO LOPEZ ALONSO, 01393;SANTA CRUZ DE RETAMAR, ESPAÑA
MAT. DE CCION. Y TTES. GONZALEZ UTRERO, S.L.;;;000000000;CTRA. DE PUERTO PEÑO, S/N, 02091;TALARRUBIAS, ESPAÑA
MAT. DE CONST. ALIAGA, S.L.;;;005174626;XATIVA, 00072;ALICANTE, ESPAÑA
MAT. DE CONST. ANDRES CASTAÑEDA, C.B.;;ana@mcac.es;000807072;CERVANTES, 00331;FERNAN CABALLERO, ESPAÑA
MAT. DE CONST. ARRI, S.L,;;;000269577;ARANGUIZ, 28, 00001;ARANGUIZ, ESPAÑA
MAT. DE CONST. BANDERAS, S.L.;;;006710801;LA HUERTA, 20, 00981;SAN FERNANDO DE HENARES, ESPAÑA
MAT. DE CONST. BENITEZ, C.B.;;;000292377;CTRA. MADRID-VALENCIA, KM. 167, 00399;HONRUBIA, ESPAÑA
MAT. DE CONST. BOADILLA, S.L.;;;006333407;BOADILLA-MADRID, KM. 1, 01098;BOADILLA DEL MONTE, ESPAÑA
MAT. DE CONST. CARMINA Y LUDI, C.B.;;;000417039;ALAMILLO, 01429;SAN MARTIN DE MONTALBAN, ESPAÑA
MAT. DE CONST. DEL TIETAR, S.L.;;;620-825512;CTRA. PASARËN, 3, 00239;TEJEDA DEL TIETAR, ESPAÑA
MAT. DE CONST. EL CHURRO E HIJAS, S.L.;;;000514789;TARRASA, 01177;LOS DOLORES-CARTAGENA, ESPAÑA
MAT. DE CONST. EL MUNDO, S.L.;;matelmundo@mcelmundo.com;005493805;AVDA. DE NAVARRA, 120, 00057;ASPE, ESPAÑA
MAT. DE CONST. EL RANCHO, S.L.;;;629243440;AV. ALGECIRAS, 9*POL. CORTIJO REAL, 00290;ALGECIRAS, ESPAÑA
MAT. DE CONST. ESTEVEZ TORRES, C.B.;;;927193003;CTRA. DE HOYOS,  KM. 1, 00241;CILLEROS, ESPAÑA
MAT. DE CONST. FERNANDO MARTIN ARIAS, S.L.;;;000520349;CAMINO DE VALDEMIGAS, 11, 01268;ESQUIVIAS, ESPAÑA
MAT. DE CONST. FUENTES CARRIONAS, S.L.;;;979-184351;CTRA. CERVERA-AGUILAR, KM 3,5, 01189;CERVERA DE PISUERGA, ESPAÑA
MAT. DE CONST. GAMBIN, S.L.;;gambinsl@larural.es;968-540909;CTRA,CARTAGENA-ALICANTE KM.8,6, 01142;LA UNION, ESPAÑA
MAT. DE CONST. GAROZ, C.B.;;;925-508003;PRADO, 9, 01300;CEDILLO DEL CONDADO, ESPAÑA
MAT. DE CONST. GARULO, S.L.;;;987540302;LA GRANJA TRIVIJANO, 2, 00449;VILLAFRANCA DEL BIERZO, ESPAÑA
MAT. DE CONST. HIJOS DE JOSE PAY, S.L.;;;670-522;DE LOS VALIENTES, 55, 01179;ARCHENA, ESPAÑA
MAT. DE CONST. HNOS. LOPEZ, S.L.;;;91-7336126;MOLINA, 59, 00869;MADRID, ESPAÑA
MAT. DE CONST. HNOS. ROJO DIEZ, S.L.;;;000680035;CTRA. DE VALLADOLID-SORIA, S/N, 02264;QUINTANILLA DE ONESIMO, ESPAÑA
MAT. DE CONST. JOVILU, S.L.;;;918531415;AVDA. MADRID, 9, 00748;NAVACERRADA, ESPAÑA
MAT. DE CONST. JUAN NUÑEZ, S.L.;;;000490106;NUEVA, 3, 01952;INIESTA, ESPAÑA
MAT. DE CONST. LA SOLEDAD, S.L.;;;006995657;RIO EBRO, 26, 00523;PARLA, ESPAÑA
MAT. DE CONST. MADRID SUR, S.L.;;;918175227;CTRA. M-415,  KM. 0,300, 00897;SERRANILLOS DEL VALLE, ESPAÑA
MAT. DE CONST. MARTINEZ ORTEGA, S.L.;;mcmo1973@yahoo.es;969380708;DOS DE MAYO, 8, 00404;CASAS DE HARO, ESPAÑA
MAT. DE CONST. MELCHOR E HIJOS, S.L.;;cartamagrupomelchor@gmail.com;002420280;ARROYO DE LOS MORENOS, PARC. 6, 02270;ESTACION DE CARTAMA, ESPAÑA
MAT. DE CONST. MONTES LEON, S.L.;;;006914040;SAN ILDEFONSO, 4, 00527;PINTO, ESPAÑA
MAT. DE CONST. PASCUAL ARIAS, S.L.;;;927393414;RONDA, 19, 00240;CECLAVIN, ESPAÑA
MAT. DE CONST. PEDRO BLANCO, S.L.;;;000000000;CALVO SOTELO, 93, 00456;TROBAJO DEL CERECEDO, ESPAÑA
MAT. DE CONST. PEDRO SANCHEZ, S.L.;;;000205057;CTRA. DE HELLIN, 2, 00045;POZOHONDO, ESPAÑA
MAT. DE CONST. PEÑO, C.B;;;925-802311;CTRA. MONTESCLAROS KM. 1,200 AP.CORREOS 142, 01304;TALAVERA DE LA REINA, ESPAÑA
MAT. DE CONST. PEPE, S.L.;;;969224270;AVDA. CRUZ ROJS, S/N, 00397;CUENCA, ESPAÑA
MAT. DE CONST. PEREZ ACEVEDO, S.L.;;perezacevedo@grupopdb.com;000000000;CALZADA ROMANA, KM. 4, 02858;VALDELACALZADA, ESPAÑA
MAT. DE CONST. PINAR DEL SUR, S.L.;;;006464507;CLAVEL, 4. POL. IND. EL LOMO, 00820;HUMANES, ESPAÑA
MAT. DE CONST. PURIAS, S.L.;;;968482348;CTRA. DE PULPI, KM. 0.500**DIP. PURIAS, 01163;LORCA, ESPAÑA
MAT. DE CONST. RIFER, S.L.;;macorifer@gmail.com;006005104;REPUBLICA ARGENTINA, 22, 00653;MORALEJA DE ENMEDIO, ESPAÑA
MAT. DE CONST. ROSE, S.L.;;;008110714;CAMINO DE LOS BASTOS, 00928;NAVALCARNERO, ESPAÑA
MAT. DE CONST. RUPERGO, S.L.;;;925493255;ALONSO CANO, 20, 01355;BARGAS, ESPAÑA
MAT. DE CONST. SAN CLEMENTE,S.L.;;;969302225;LAS NIEVES, 15, 00381;SAN CLEMENTE, ESPAÑA
MAT. DE CONST. SANTOJA, S.L.U.;;;006304456;PEÑASCALES, 32 BIS, 00993;LAS MATAS, ESPAÑA
MAT. DE CONST. SEGUIN, S.A.;;;927486046;ESPRONCEDA, 153, 00230;ZARZA DE GRANADILLA, ESPAÑA
MAT. DE CONST. TORRALBA, S.L.;;torralba@grupobdb.com;000232760;ALCAZA KM. 2,800, 02195;CUENCA, ESPAÑA
MAT. DE CONST. VALLE DEL JERTE, S.L.;;mtcanario@terra.es;000470302;PARAJE LOS ARENALES, 4, 02068;JERTE, ESPAÑA
MAT. DE CONST. VICANTO, S.L.;;;000830260;RANA, 2, 01591;CORRAL DE CALATRAVA, ESPAÑA
MAT. DE CONST. VILLAFRANCA, S.L.;;m.c.villafranca@hotmail.com;955812426;AVDA. DEL HORCAJO, 28, 02154;LOS PALACIOS, ESPAÑA
MAT. DE CONST. VIRGEN RONDA, S.L.;;;000554294;JOSE ANTONIO, 4, 01246;PANTOJA, ESPAÑA
MAT. DE CONST. XAIXO, S.A.;;;002803825;POETA FRANCESC MIRET, 7, 02071;GANDIA, ESPAÑA
MAT. DE CONSTRUCCION ENRIQUE PEREZ, S.L.;;materiales@enriqueperez.es;000710168;FRAY LUIS AMIGO, 18 BAJO, 02341;SEGORBE, ESPAÑA
MAT. DE CONSTRUCCION JESUS CORDOBA;;;000351023;CUENCA S/N, 00431;SACEDON, ESPAÑA
MAT. DE CONSTRUCCION LOS CARRETEROS, S.L.;;;000145123;SANTA CATALINA, S/N, 02334;LONGARES, ESPAÑA
MAT. DE CONSTRUCCION MAFER, S.L.;;;000000000;LA FUENTE, 19, 02557;EL MOLAR, ESPAÑA
MAT. DE CONSTRUCCIÓN MG, C.B.;;;008943584;CASAS QUEMADAS, 7, 01097;COLMENAR DE OREJA, ESPAÑA
MAT. DE CONSTRUCCIÓN SEBASTIAN ALVARO, S.L.;;;005180379;ALEJANDRO NAVARRO, 00967;MADRID, ESPAÑA
MAT. DE CONSTRUCCIONS DIMAS, S.L.;;dimas@bigmat.es;000700179;CTRA. DE MURCIA, 174, 02168;BAZA, ESPAÑA
MAT. EL 13, S.L.;;;913316230;CTRA. VALENCIA, KM. 13.200, 00536;MADRID, ESPAÑA
MAT. EXC. Y TTES. OLIMA, S.L.;;;916837653;TORNEROS, 43**POL. LOS ANGELES, 00911;GETAFE, ESPAÑA
MAT. GRES BONILLO, S.L.;;;967371133;CONSTITUCION, 8, 00023;EL BONILLO, ESPAÑA
MAT. HERME, S.L.L.;;;967155300;CTRA. DE LAS PEDROÑERAS, S/, 00382;LAS MESAS, ESPAÑA
MAT. LOS RUICES, C.B.;;;966742601;CTRA. MURCIA-ALICANTE, KM. 19.500, 00065;LA APARECIDA-ORIHUELA, ESPAÑA
MAT. MARIN, S.L.;;;918509929;C. VILLALBA-MANZANARES- APDO. 128, 00654;COLLADO VILLALBA, ESPAÑA
MAT. MARINA DE LA PLANA, S.L.;;;965419077;PDA.LA MARINA, POL. 1 Nº 161 AP.CORREOS 13, 00069;ELCHE, ESPAÑA
MAT. MOCEJON, S.L.;;;000000000;VERA CRUZ, 5, 01293;MOCEJON, ESPAÑA
MAT. MONTERO LOPEZ, S.L.;;;000000000;SOCUELLAMOS, 66 BAJO, 02225;VILLARROBLEDO, ESPAÑA
MAT. PRUYMAR, S.L.;;;967271452;JOSE ANTONIO, 68, 00044;EL SALOBRAL, ESPAÑA
MAT. RETIRO UNO, S.L.;;;915041794;MAIQUEZ, 28 - 6º, 00753;MADRID, ESPAÑA
MAT. SANTA COMBA, S.L.;;;649-228012;SAN AMADO, 11   1º, 00785;LEGANES, ESPAÑA
MAT. VISTAHERMOSA, S.L.;;;959-331948;MUELLE MARTINEZ CATENA, 31, 00441;ISLA CRISTINA, ESPAÑA
MAT. Y AZ. PETRI, S.L.;;;91-5301781;JUAN DE URBIETA, 25, 00582;MADRID, ESPAÑA
MAT. Y CONTENEDORES LA SAGRA, S.L.;;;000500454;PLAZA DE PORTUGAL, 4, 01977;ALAMEDA DE LA SAGRA, ESPAÑA
MAT. Y HOMIGONES, EL CANO, S.L.;;;924-124040;CTRA. DE CAMPILLO, 0,700, 00157;HORNACHOS, ESPAÑA
MAT. Y PTOS. RALAGON, S.L.;;;916200288;SAN LORENZO, 11, 00707;FUENTE EL SAZ, ESPAÑA
MAT. Y TTES. ARTEAGA, S.L.;;;008111506;CAÑO VIEJO, 22**P.I. ALPARRACH, 00888;NAVALCARNERO, ESPAÑA
MAT.CONST. JOSE LUIS ROJAS, S.L.;;;925511002;NUEVO TOLEDO, 8, 01245;ILLESCAS, ESPAÑA
MATECON FAGOSA S.L;;;000000000;CARTAGENA ESQ. C/ NIETO, 02669;AGUILAS, ESPAÑA
MATEO POSADA PEREZ;;;000605532;EL PALACIO, 6, 01524;RIEGO DE LA VEGA, ESPAÑA
MATERFERPA, S.L.;;materferpa_montse@yahoo.com;7188168/54;VALGRANDE, 21, NAVES 12, 13 Y 14, 02869;ALCOBENDAS, ESPAÑA
MATERIAL DE CONSTRUCCIONES MENDITXURI, S.L.;;menditxuri@bigmat.es;000000000;LEIZA, 39, 02884;DONEZTEBE, ESPAÑA
MATERIAL PARA LA CONSTRUCCION CAN PALLAS, S.L.;;rosaserra@bigmat.es;008340126;URBANIZACION PRAT, Nº 63  BUZON 14, 01824;CATELLBELL I EL VILAR, ESPAÑA
MATERIAL PER LA CONSTRUCCIO CASANOVA, S.L.;;financer@casanovagrup.com;008770625;IND. CASANOVA, NAVE 2.7, 00194;ST. FRUITOS DE BAGES, ESPAÑA
MATERIALES ABACON, S.A.;;;000000000;AGRICCULTORES, 5 Y 7, 03085;COLMENAR VIEJO, ESPAÑA
MATERIALES ALONSO MORENO, S.L.;;;006939317;NTRA. SRA. BEGOÑA, 01109;LEGANES, ESPAÑA
MATERIALES BENITEZ DE SISANTE, S.L.;;;000387688;DE LA RODA, S/Nº, 00409;SISANTE, ESPAÑA
MATERIALES BERNAL, S.A.;;;005407000;PASEO DE ELCHE, 31, 03053;CREVILLENTE, ESPAÑA
MATERIALES CANO, S.L.;;miguelangel@materialescano.com;965457977;PARTIDA DE LA HOYA, S/N, 00067;ELCHE, ESPAÑA
MATERIALES CEBRIAN, S.L.;;gonzalo@materialescebrian.es;000557205;DE LAS CAÑAS, 5, 02637;NUMANCIA DE LA SAGRA, ESPAÑA
MATERIALES CERAMICOS CETOSA, S.L.;;;000000000;PUBLICISTAS, 15, 03063;PINTO, ESPAÑA
MATERIALES CERAMICOS SAN MARTIN, S.L.;;;000670013;CAMINO DEL POZUELO, S/Nº, 00446;BAILEN, ESPAÑA
MATERIALES CHICO, S.L;;chicomateriales@gmail.com;987370106;LAS TEJERAS, S/N, 02741;BENAVIDES DE ORBIGO, ESPAÑA
MATERIALES CONSTRUCCIONES POLMELLI, S.L.;;;000000000;TERRENO UE 13 FUENTE ABAJO, 3, 03035;CASABERMEJA, ESPAÑA
MATERIALES CRESPO, C.B.;;;000000000;CASAS QUEMADAS, 01033;COLMENAR DE OREJA, ESPAÑA
MATERIALES DE CONST. VAZQUEZ MATO, S.L.;;;000387026;NUEVA, 28, 01943;EL ALMENDRO, ESPAÑA
MATERIALES DE CONSTRUCCION ALDINO SL;;compras@aldino.com;001555211;C/LLIBRERS P.I MAS DE JUTGE, 02558;TORRENT, ESPAÑA
MATERIALES DE CONSTRUCCION ANCRIBEA, S.L.;;cristinaglm@hotmail.com;000000000;PRADILLOS, 18, 02835;MAGAN, ESPAÑA
MATERIALES DE CONSTRUCCION BUENDIA, S.L.;;;000000000;CEREZA, 00412;BUENDIA, ESPAÑA
MATERIALES DE CONSTRUCCION DE LEMA, S.L.;;;008538944;COLMENAR VIEJO- NAVACERRADA KM, 01030;BECERRIL, ESPAÑA
MATERIALES DE CONSTRUCCION EL PALOMO, S.L.;;;000636703;DON QUIJOTE, 00353;MEMBRILLA, ESPAÑA
MATERIALES DE CONSTRUCCION LA CAMPANA, S.L.;;;000390139;LA FABRICA, 15, 02416;AJOFRIN, ESPAÑA
MATERIALES DE CONSTRUCCION LA MERCED, C.B.;;;000700800;POL. IND. SAN JUAN, 01799;MEDINA DE RIOSECO, ESPAÑA
MATERIALES DE CONSTRUCCION R. AMIGÓ, S.L.;;info@ramigosl.es;637581269;POMPEU I FABRA, 3, 02409;SANT ANDREU DE LA BARCA, ESPAÑA
MATERIALES DE CONSTRUCCION RECA, S.L.;;;006848354;SAN MARTIN DE LA VEGA, KM. 2, 01066;MADRID, ESPAÑA
MATERIALES DE CONSTRUCCION TEJERO, S.L.;;;000859190;PERIMETRAL, 12, 02004;TAUSTE, ESPAÑA
MATERIALES DE CONSTRUCCION Y AGREGADOS, S.L.;;;000000000;MOLINO S/N, 01445;NAVALCAN, ESPAÑA
MATERIALES EL 13 RIVAS, S.L.;;materialesel13rivas@yahoo.es;004990068;FUNDICION, 79. POL. IND. SANTA ANA, 02435;RIVAS-VACIAMADRID, ESPAÑA
MATERIALES EL 13 RIVAS, S.L. (NULO);;;91-4990068;FUNDICION, 79, 00811;RIVAS VACIAMADRID, ESPAÑA
MATERIALES FLORENCIO GOMEZ, S.L.;;florenciogomez@grupobdb.com;000592009;CAÑADILLA, POLIG. IND. PARC. 19-26, 02288;LOS SANTOS, ESPAÑA
MATERIALES FRANCISCO GONZALEZ, S.L.;;;000504545;CAMINO DE LA REDONDELA, S/N., 01895;LEPE, ESPAÑA
MATERIALES GASCA, S.L.;;materialesgasca@materialesgasca.com;633167 Victor/David;AVDA. JOAQUIN COSTA, 18, 01939;CASPE, ESPAÑA
MATERIALES JOSE DANIEL, S.L.;;;000000000;DE GUADALUPE, 01381;CAMPILLO DE LA JARA, ESPAÑA
MATERIALES MARIN RODRIGUEZ, S.L.;;;91-8527143;BENJAMIN PALACIO, 1, 00819;MANZANARES EL REAL, ESPAÑA
MATERIALES MARTINEZ PLUMED, S.L.;;Mmaterialesmartinezplumed@hotmail.com;000863549;IND. EL TOLLO, PARCELA Nº 6, 02453;MONREAL DEL CAMPO, ESPAÑA
MATERIALES MARVI, C.B.;;;000340230;LA MATA, S/N, 01546;CASTELLAR DE SANTIAGO, ESPAÑA
MATERIALES OÑATE Y RODRIGUEZ, S.L.;;administracion@onateyrodriguez.es;000554210;CTRA. COMARCAL 4004, KM. 31,200, 01463;PANTOJA, ESPAÑA
MATERIALES PARA OBRAS Y REFORMAS, S.A.;;;000371530;CONSTITUCIÓN 45, 00107;ARENAS SAN PEDRO, ESPAÑA
MATERIALES RACIONERO, S.L.;;;000546608;TOMELLOSO, S/N, 00359;ALCAZAR DE SAN JUAN, ESPAÑA
MATERIALES ROCA, C.B.;;materialesroca@benicarlo.e.telefonica.net;000471141;ALCALA DE XIVERT, 128, 02219;BENICARLO, ESPAÑA
MATERIALES RONDON, S.L.;;rondon@rondon.es;005731725;DEL PEDROSO, KM. 1, 02216;CANTILLANA, ESPAÑA
MATERIALES RUEDA, S.L.;;;008450353;MARIANO PRADOS, S/N, 02778;COLMENAR VIEJO, ESPAÑA
MATERIALES TOTOBIO, S.L.;;;000336236;ALTO DE LA CRUZ, S/N, 01526;VISO DEL MARQUES, ESPAÑA
MATERIALES Y DERIVADOS RUIZ, C.B.;;;000882076;EGIDO DE CALATRAVA, 19, 01777;ALMAGRO, ESPAÑA
MATERIALES Y SERVICIOS CORPORATIVOS, S.L.;;;000000000;MAYOR, 120, 02455;SANGONERA LA VERDE, ESPAÑA
MATERIALS BRECOR, S.L.;;mtorrent@brecor.com / compras@brecor.com;000336062;DE TORDERA, 79, 02547;BLANES, ESPAÑA
MATERIALS CONFORT, S.L.;;info@confortsl.com;000000000;JOAN BROSSA, PARC. 3, NAVE 12-B., 02962;LA GARRIGA, ESPAÑA
MATERIALS DOROTEA, S.L.;;comercial@dorotea.cat;007412857;BATISTA I ROCA, 14, 03064;MATARÓ, ESPAÑA
MATERIALS FARRENY, S.L.;;;000445098;CTA. LLEIDA-ESTERRI, C-13  KM. 28,500, 00470;BALAGUER, ESPAÑA
MATERIALS FONT, S.L.;;;008401650;LA GARRIGA, 40, 00196;CARDEDEU, ESPAÑA
MATERIALS GISBERT, S.L.;;santi@materialsgisbert.com;000500306;GANDESA, KM. 3,2, 01822;JESUS (TORTOSA), ESPAÑA
MATERIALS HOMS, S.A.;;info@materialshoms.cat;005559753;RIERA PRINCIPAL, 48 - 50, 01639;ALELLA, ESPAÑA
MATERIALS I GRUES ROMERO, S.L.;;;004677057;PLAÇA REDONA, 3, 02378;VILAVELLA, ESPAÑA
MATERIALS MAÑOSA, S.L.;;mat.manosa@gmail.com;008601930;CATALUNYA, 370, 01780;PALAU-SOLITÁ I PLEGAMANS, ESPAÑA
MATERIALS MASSAGUÉ, S.L.;;;008414104;MARIA FORTUNY, 1**URB. CA L´ESTAPÉ, 01608;LLIÇÀ D´AMUNT, ESPAÑA
MATERIALS PER A LA CONST. MIQUEL BOSCH, S.L.;;administracion@miquelbosch.com;008656090;POL. IND. CAN BARRI-C/. ESQUEIS, 23, 01906;BIGUES, ESPAÑA
MATERIALS PER A LA CONST. PEDRET, S.A.;;mjose@materialspedret.com;004587508;IND. CAN FATJO, Nº5, 02368;CERDANYOLA, ESPAÑA
MATERIALS PER A LA CONSTRUCCIÓ DEL GARRAF, S.C.C.L;;;008140625;EUSEBI MILLÀ, 9, 01826;VILANOVA I LA GELTRU, ESPAÑA
MATERIALS PER A LA CONSTRUCIÓ DEL GARRAF, S.L.;;info@matgarraf.com;000000000;CARRER D´EUSEBI MILLAN,, 02824;VILANOVA I LA GELTRU, ESPAÑA
MATERIALS PER LA CONSTRUCCIO RAMON TOMAS S.L;;;000790338;CATALUNYA, 00469;ALCARRAS, ESPAÑA
MATERIALS SAGRISTA, S.L.;;;000000000;ESTEVA MOGAS, 32, 02857;SANT CELONI, ESPAÑA
MATILDE BARRA FLORES;;;000000000;RIO URBION, 9 Y 4, 00663;LEGANES, ESPAÑA
MATUTE Y BARRENO, S.L.;;cesarbarrenodiez@yahoo.es;921182033;ARQUETON, 14, 01209;EL ESPINAR, ESPAÑA
MATYSAN, S.L.;;;968190000;CTRA. ALICANTE-CARTAGENA, 83, 01124;SAN JAVIER, ESPAÑA
MAURER, S.L.;;;616847974;RIO SALADO, 3, 00823;MADRID, ESPAÑA
MAVEGES, S.L.;;;000000000;DOCTOR ESQUERDO, 140. P-3, 5ºB, 02323;MADRID, ESPAÑA
MAVEPA, S.A.;;javier@mavepa.es;000000000;AGUIRRE, 3, 02906;MADRID, ESPAÑA
MAY PROMOCIONES, S.L.;;;005383843;PI Y MARGALL, 34 ENTRESUELO, 02668;ELDA, ESPAÑA
MAYAL CONSTRUCCION Y DISEÑO, S.L.;;;000201655;NUEVA DEL CARMEN, 23 BAJO, 02025;VALLADOLID, ESPAÑA
MAYDECOR NUÑEZ, S.A;;;918650256;POL. IND. NAVAS DEL REY, 00875;NAVAS DEL REY, ESPAÑA
MAYOR MATERIALS PER A LA CONSTRUCCIÓ, S.L.;;mayor@mayor.cat;000440440;CTRA. TORTOSA-L'ALDEA, KM. 2,000, 01940;TORTOSA, ESPAÑA
MAYSERCON ALBACETE, S.L.;;maysercon@bigmat.es;000550320;PEÑAS DE SAN PEDRO, 00046;ALBACETE, ESPAÑA
MECANIZADOS GISAN, S.L.;;;000513399;CURTIDORES (P.I. LA VEREDILLA), 03048;ILLESCAS, ESPAÑA
MECCANICA 2P, S.R.L.;;;423543362;PONTICELLO, 20, 02979;CAVASO DEL TOMBA, ITALIA
MEDIA CAÑA, S.L.;;;006090930;ROGELIO MORA, 24, 02806;ELCHE, ESPAÑA
MEGARIA C&S CONSTRUCCIONES, S.L.;;coarna@coarna.es;000355493;ESCUELA MILITAR DE MONTAÑA, 1, 3º C, 01797;JACA, ESPAÑA
MEJOBE, S.L.;;;949227088;SAN ESTEBAN, 2   1º, 00419;GUADALAJARA, ESPAÑA
MELDEN, S.A.;;;91-3020540;O´DONNELL, 18  5º  I, 00561;MADRID, ESPAÑA
MELERO C.B., S.L.;;;007340847;FUENTE CHICA, 12, 01514;MADRID, ESPAÑA
MELLADO MAT. DE CONST., S.L.;;;950-558239;CTRA. N-340, PARAJE 4 HIGUERAS, 00076;ADRA, ESPAÑA
MENNDI MATERIALES, S.L.;;info@menndi.com;000600853;DE VITORIA, S/Nº, 02302;LAGUARDIA, ESPAÑA
